season,team1,team2,venue,toss_winner,toss_decision,team1_avg_score,team2_avg_score,team1_win_rate,team2_win_rate,h2h_team1_wins,h2h_team2_wins,team1_key_player_fit,team2_key_player_fit,home_advantage,winner
2010,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,171,178,0.54,0.55,5,13,0,1,1,Mumbai Indians
2010,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,164,164,0.49,0.56,1,8,0,0,1,Kolkata Knight Riders
2010,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,bat,168,177,0.45,0.53,5,8,1,1,1,Kolkata Knight Riders
2010,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,164,164,0.6,0.38,9,3,1,1,1,Chennai Super Kings
2010,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,field,164,171,0.64,0.49,5,5,0,1,1,Delhi Daredevils
2010,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,160,181,0.47,0.63,3,6,1,1,1,Kolkata Knight Riders
2010,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,169,161,0.55,0.49,6,3,1,1,1,Royal Challengers Bangalore
2010,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chennai",Deccan Chargers,bat,173,156,0.64,0.42,10,3,0,0,1,Chennai Super Kings
2010,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,175,156,0.57,0.53,9,1,0,1,1,Mumbai Indians
2010,Delhi Daredevils,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,155,171,0.52,0.44,4,8,1,0,1,Delhi Daredevils
2010,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,181,168,0.51,0.47,7,3,0,0,1,Royal Challengers Bangalore
2010,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,190,166,0.61,0.52,10,3,1,1,1,Mumbai Indians
2010,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,158,167,0.4,0.48,3,10,1,1,1,Kolkata Knight Riders
2010,Deccan Chargers,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Chennai Super Kings,bat,152,181,0.41,0.68,3,11,1,1,1,Chennai Super Kings
2010,Rajasthan Royals,Delhi Daredevils,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,155,163,0.45,0.45,4,5,0,0,1,Delhi Daredevils
2010,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,154,163,0.52,0.57,3,11,0,0,1,Kolkata Knight Riders
2010,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,field,142,155,0.5,0.54,2,7,0,0,1,Kolkata Knight Riders
2010,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,163,185,0.55,0.64,3,11,1,1,1,Mumbai Indians
2010,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,field,170,159,0.65,0.51,10,1,1,0,1,Mumbai Indians
2010,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,field,183,158,0.56,0.46,9,1,1,0,1,Mumbai Indians
2011,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Kings XI Punjab,field,176,162,0.65,0.43,12,7,1,0,1,Chennai Super Kings
2011,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,182,174,0.57,0.54,14,5,0,1,1,Mumbai Indians
2011,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,field,166,170,0.5,0.48,2,4,1,1,1,Royal Challengers Bangalore
2011,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,179,166,0.59,0.56,12,3,0,1,1,Mumbai Indians
2011,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,141,169,0.38,0.56,4,2,0,0,1,Pune Warriors India
2011,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,169,166,0.56,0.57,9,2,1,1,1,Chennai Super Kings
2011,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,187,175,0.62,0.45,15,5,0,1,1,Mumbai Indians
2011,Rajasthan Royals,Kochi Tuskers Kerala,"Sawai Mansingh Stadium, Jaipur",Kochi Tuskers Kerala,field,167,153,0.46,0.34,5,3,0,1,1,Rajasthan Royals
2011,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,field,164,164,0.47,0.6,3,12,1,1,1,Kolkata Knight Riders
2011,Pune Warriors India,Kochi Tuskers Kerala,"Maharashtra Cricket Association Stadium, Pune",Kochi Tuskers Kerala,field,147,162,0.4,0.35,3,1,1,1,1,Pune Warriors India
2011,Delhi Daredevils,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,166,150,0.52,0.47,9,4,0,0,1,Delhi Daredevils
2011,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,157,169,0.32,0.5,5,2,0,1,1,Kolkata Knight Riders
2011,Deccan Chargers,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,159,164,0.43,0.67,3,12,1,1,1,Chennai Super Kings
2011,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,173,150,0.6,0.4,13,3,0,0,1,Kolkata Knight Riders
2011,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,166,165,0.53,0.54,3,9,1,0,1,Royal Challengers Bangalore
2011,Delhi Daredevils,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,field,163,179,0.47,0.61,6,5,0,1,1,Chennai Super Kings
2011,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,176,173,0.56,0.64,2,10,0,1,1,Kolkata Knight Riders
2011,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,162,169,0.44,0.53,3,14,0,0,1,Kolkata Knight Riders
2011,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,150,160,0.4,0.54,5,8,1,1,1,Rajasthan Royals
2011,Pune Warriors India,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,field,158,173,0.3,0.57,3,2,1,1,1,Mumbai Indians
2011,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,bat,166,153,0.61,0.45,6,6,1,1,1,Chennai Super Kings
2011,Kochi Tuskers Kerala,Deccan Chargers,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,bat,159,166,0.39,0.48,5,4,1,0,1,Kochi Tuskers Kerala
2011,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,164,176,0.66,0.61,6,4,0,1,1,Mumbai Indians
2011,Kochi Tuskers Kerala,Deccan Chargers,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,field,142,158,0.37,0.45,6,4,1,1,1,Kochi Tuskers Kerala
2011,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,bat,189,157,0.63,0.41,11,1,1,0,1,Mumbai Indians
2011,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,175,172,0.58,0.56,5,6,1,1,1,Mumbai Indians
2011,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Kings XI Punjab,bat,163,172,0.49,0.42,8,7,1,0,1,Deccan Chargers
2011,Kochi Tuskers Kerala,Kings XI Punjab,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,bat,138,175,0.31,0.44,5,4,1,0,1,Kings XI Punjab
2011,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,field,148,171,0.48,0.43,5,9,1,0,1,Deccan Chargers
2011,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,167,178,0.56,0.66,3,10,0,0,1,Chennai Super Kings
2011,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,146,169,0.51,0.5,2,8,1,1,1,Kolkata Knight Riders
2011,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,158,168,0.4,0.54,3,8,0,1,1,Royal Challengers Bangalore
2011,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Mumbai Indians,field,158,176,0.47,0.61,2,11,1,1,1,Mumbai Indians
2011,Kochi Tuskers Kerala,Deccan Chargers,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,bat,147,164,0.33,0.43,7,4,0,1,1,Deccan Chargers
2011,Kochi Tuskers Kerala,Pune Warriors India,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,field,145,144,0.34,0.38,1,4,1,1,1,Pune Warriors India
2011,Kochi Tuskers Kerala,Kolkata Knight Riders,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,field,150,174,0.39,0.48,1,2,0,1,1,Kolkata Knight Riders
2011,Rajasthan Royals,Delhi Daredevils,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,154,172,0.45,0.53,4,6,1,0,1,Rajasthan Royals
2011,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,153,163,0.4,0.52,5,3,1,1,1,Kolkata Knight Riders
2011,Rajasthan Royals,Kochi Tuskers Kerala,"Sawai Mansingh Stadium, Jaipur",Kochi Tuskers Kerala,field,151,161,0.5,0.43,6,3,0,1,1,Kochi Tuskers Kerala
2011,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,151,174,0.48,0.63,1,12,1,1,1,Mumbai Indians
2011,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,171,155,0.54,0.52,9,1,1,1,1,Kolkata Knight Riders
2011,Deccan Chargers,Pune Warriors India,"Rajiv Gandhi Stadium, Hyderabad",Pune Warriors India,bat,165,147,0.39,0.39,4,2,0,0,1,Deccan Chargers
2011,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,163,186,0.57,0.65,6,6,0,0,1,Mumbai Indians
2011,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,field,163,163,0.37,0.5,6,9,1,0,1,Rajasthan Royals
2011,Kochi Tuskers Kerala,Delhi Daredevils,"Jawaharlal Nehru Stadium, Kochi",Delhi Daredevils,bat,154,171,0.4,0.5,2,1,0,0,1,Delhi Daredevils
2011,Kolkata Knight Riders,Kochi Tuskers Kerala,"Eden Gardens, Kolkata",Kochi Tuskers Kerala,field,161,150,0.48,0.44,3,1,1,0,1,Kolkata Knight Riders
2011,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,155,161,0.52,0.47,15,3,0,0,1,Kolkata Knight Riders
2011,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Chennai Super Kings,field,180,169,0.49,0.66,4,9,0,0,1,Chennai Super Kings
2011,Kolkata Knight Riders,Deccan Chargers,"Eden Gardens, Kolkata",Deccan Chargers,bat,155,163,0.6,0.5,9,2,0,0,1,Kolkata Knight Riders
2011,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,172,188,0.54,0.68,3,13,1,0,1,Mumbai Indians
2011,Kolkata Knight Riders,Kings XI Punjab,"Eden Gardens, Kolkata",Kings XI Punjab,field,177,174,0.49,0.54,7,5,0,1,1,Kings XI Punjab
2011,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,169,170,0.65,0.53,13,7,1,1,1,Chennai Super Kings
2011,Delhi Daredevils,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat,160,159,0.52,0.43,10,4,1,0,1,Delhi Daredevils
2011,Pune Warriors India,Delhi Daredevils,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,138,157,0.31,0.49,2,4,1,1,1,Delhi Daredevils
2011,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Mumbai Indians,field,170,190,0.58,0.57,6,7,0,1,1,Mumbai Indians
2011,Kochi Tuskers Kerala,Pune Warriors India,"Jawaharlal Nehru Stadium, Kochi",Pune Warriors India,bat,138,138,0.36,0.3,1,5,1,1,1,Pune Warriors India
2011,Delhi Daredevils,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Kings XI Punjab,bat,172,168,0.52,0.54,5,8,0,1,1,Kings XI Punjab
2011,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Delhi Daredevils,field,175,153,0.42,0.45,9,3,1,1,1,Royal Challengers Bangalore
2011,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,182,168,0.61,0.52,7,1,1,0,1,Chennai Super Kings
2011,Delhi Daredevils,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,168,178,0.5,0.6,1,10,1,1,1,Mumbai Indians
2011,Pune Warriors India,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,field,155,182,0.32,0.45,4,3,1,1,1,Royal Challengers Bangalore
2011,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,165,159,0.49,0.51,10,1,0,0,1,Kolkata Knight Riders
2011,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,field,164,155,0.48,0.58,2,10,1,1,1,Kolkata Knight Riders
2011,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,171,166,0.5,0.48,3,16,1,1,1,Delhi Daredevils
2011,Kochi Tuskers Kerala,Kings XI Punjab,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,field,160,168,0.39,0.53,5,5,0,0,1,Kings XI Punjab
2011,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,172,170,0.57,0.47,2,5,0,0,1,Rajasthan Royals
2011,Kolkata Knight Riders,Kochi Tuskers Kerala,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,164,150,0.53,0.41,4,1,0,1,1,Kolkata Knight Riders
2011,Deccan Chargers,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Chennai Super Kings,field,144,162,0.49,0.64,3,13,1,1,1,Chennai Super Kings
2011,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,field,157,156,0.43,0.57,2,11,1,0,1,Kolkata Knight Riders
2011,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,186,162,0.64,0.56,8,6,0,0,1,Mumbai Indians
2011,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,167,160,0.5,0.46,5,3,1,1,1,Royal Challengers Bangalore
2011,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,148,153,0.39,0.5,5,4,0,0,1,Pune Warriors India
2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,"Jawaharlal Nehru Stadium, Kochi",Royal Challengers Bangalore,field,144,174,0.33,0.5,4,5,1,1,1,Royal Challengers Bangalore
2012,Kings XI Punjab,Chennai Super Kings,"IS Bindra Stadium, Mohali",Chennai Super Kings,field,165,178,0.42,0.63,7,14,1,0,1,Chennai Super Kings
2012,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,169,151,0.44,0.53,6,3,1,1,1,Royal Challengers Bangalore
2012,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Kings XI Punjab,bat,175,171,0.49,0.53,10,3,0,0,1,Royal Challengers Bangalore
2012,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,163,179,0.4,0.46,3,10,0,1,1,Royal Challengers Bangalore
2012,Kolkata Knight Riders,Kings XI Punjab,"Eden Gardens, Kolkata",Kings XI Punjab,field,174,166,0.53,0.52,7,6,1,0,1,Kolkata Knight Riders
2012,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,bat,174,160,0.63,0.49,6,4,1,1,1,Mumbai Indians
2012,Pune Warriors India,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,160,176,0.41,0.59,1,4,0,1,1,Chennai Super Kings
2012,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,161,160,0.59,0.4,16,4,0,0,1,Kolkata Knight Riders
2012,Rajasthan Royals,Kings XI Punjab,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,154,157,0.54,0.48,7,3,1,0,1,Rajasthan Royals
2012,Delhi Daredevils,Pune Warriors India,"Arun Jaitley Stadium, Delhi",Pune Warriors India,bat,153,160,0.5,0.42,5,2,1,0,1,Delhi Daredevils
2012,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,167,177,0.53,0.52,5,9,0,1,1,Royal Challengers Bangalore
2012,Kings XI Punjab,Pune Warriors India,"IS Bindra Stadium, Mohali",Pune Warriors India,bat,171,160,0.41,0.36,3,3,1,1,1,Kings XI Punjab
2012,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,168,176,0.61,0.68,9,6,0,1,1,Chennai Super Kings
2012,Rajasthan Royals,Delhi Daredevils,"Sawai Mansingh Stadium, Jaipur",Delhi Daredevils,bat,166,164,0.54,0.52,5,6,0,0,1,Rajasthan Royals
2012,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,156,180,0.37,0.68,2,12,0,0,1,Mumbai Indians
2012,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,bat,169,171,0.43,0.46,3,11,0,0,1,Royal Challengers Bangalore
2012,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,171,156,0.39,0.54,4,17,0,0,1,Delhi Daredevils
2012,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,field,145,179,0.47,0.62,2,13,0,1,1,Mumbai Indians
2012,Chennai Super Kings,Pune Warriors India,"MA Chidambaram Stadium, Chennai",Pune Warriors India,field,168,140,0.59,0.4,5,1,0,0,1,Chennai Super Kings
2012,Pune Warriors India,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,147,189,0.32,0.65,3,3,1,1,1,Pune Warriors India
2012,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,177,162,0.55,0.59,3,11,1,1,1,Kolkata Knight Riders
2012,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,bat,167,170,0.49,0.57,6,9,1,0,1,Kolkata Knight Riders
2012,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,158,173,0.4,0.6,5,17,0,1,1,Kolkata Knight Riders
2012,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,175,153,0.68,0.6,11,4,0,1,1,Chennai Super Kings
2012,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,175,150,0.4,0.44,3,8,1,0,1,Rajasthan Royals
2012,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,field,179,173,0.61,0.49,13,1,0,1,1,Mumbai Indians
2012,Delhi Daredevils,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,166,169,0.44,0.63,6,7,0,1,1,Chennai Super Kings
2012,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,153,166,0.42,0.56,6,8,0,1,1,Kolkata Knight Riders
2012,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,182,159,0.43,0.67,4,10,1,0,1,Royal Challengers Bangalore
2012,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,170,162,0.45,0.4,12,3,0,1,1,Royal Challengers Bangalore
2012,Pune Warriors India,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,154,153,0.34,0.47,1,5,0,0,1,Pune Warriors India
2012,Pune Warriors India,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,143,167,0.36,0.6,4,3,0,0,1,Pune Warriors India
2012,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,field,173,164,0.68,0.44,14,1,0,1,1,Mumbai Indians
2012,Pune Warriors India,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,152,167,0.42,0.56,5,3,1,1,1,Pune Warriors India
2012,Delhi Daredevils,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,149,159,0.42,0.51,6,6,1,0,1,Rajasthan Royals
2012,Rajasthan Royals,Deccan Chargers,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,152,142,0.56,0.37,10,6,1,0,1,Rajasthan Royals
2012,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,bat,172,167,0.69,0.46,15,1,0,0,1,Mumbai Indians
2012,Delhi Daredevils,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,165,172,0.49,0.59,6,8,0,0,1,Chennai Super Kings
2012,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,173,172,0.54,0.43,11,3,1,1,1,Royal Challengers Bangalore
2012,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Rajasthan Royals,field,159,155,0.41,0.46,3,9,0,0,1,Rajasthan Royals
2012,Royal Challengers Bangalore,Deccan Chargers,"M Chinnaswamy Stadium, Bangalore",Deccan Chargers,field,173,145,0.49,0.51,15,5,0,1,1,Deccan Chargers
2012,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,147,170,0.41,0.49,4,11,0,0,1,Deccan Chargers
2012,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,159,172,0.5,0.5,3,7,1,0,1,Royal Challengers Bangalore
2012,Kings XI Punjab,Deccan Chargers,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,165,145,0.51,0.39,7,9,0,0,1,Kings XI Punjab
2012,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,164,181,0.56,0.5,10,6,1,0,1,Kolkata Knight Riders
2012,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,161,163,0.56,0.6,12,4,0,0,1,Kolkata Knight Riders
2012,Kings XI Punjab,Pune Warriors India,"IS Bindra Stadium, Mohali",Pune Warriors India,bat,163,157,0.46,0.34,4,3,0,1,1,Kings XI Punjab
2012,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,162,169,0.44,0.53,6,15,1,0,1,Royal Challengers Bangalore
2012,Delhi Daredevils,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,155,171,0.51,0.47,5,9,0,1,1,Delhi Daredevils
2012,Rajasthan Royals,Deccan Chargers,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,field,166,158,0.48,0.41,11,6,0,1,1,Rajasthan Royals
2012,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat,168,182,0.52,0.63,4,7,0,0,1,Mumbai Indians
2012,Kolkata Knight Riders,Pune Warriors India,"Eden Gardens, Kolkata",Pune Warriors India,bat,177,143,0.55,0.43,4,6,1,1,1,Kolkata Knight Riders
2012,Royal Challengers Bangalore,Pune Warriors India,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,183,158,0.46,0.37,4,4,1,0,1,Royal Challengers Bangalore
2012,Kolkata Knight Riders,Deccan Chargers,"Eden Gardens, Kolkata",Deccan Chargers,bat,168,143,0.48,0.4,12,2,0,0,1,Kolkata Knight Riders
2012,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Mumbai Indians,bat,146,176,0.47,0.68,2,14,1,0,1,Mumbai Indians
2012,Royal Challengers Bangalore,Pune Warriors India,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,162,147,0.51,0.38,5,4,0,1,1,Royal Challengers Bangalore
2012,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,168,175,0.52,0.43,3,8,1,0,1,Rajasthan Royals
2012,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Kings XI Punjab,field,164,156,0.51,0.53,12,3,1,0,1,Royal Challengers Bangalore
2012,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,152,163,0.53,0.5,1,11,1,0,1,Rajasthan Royals
2012,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,167,154,0.57,0.44,8,1,1,0,1,Chennai Super Kings
2012,Mumbai Indians,Pune Warriors India,"Wankhede Stadium, Mumbai",Pune Warriors India,field,189,149,0.69,0.41,3,6,1,1,1,Mumbai Indians
2012,Pune Warriors India,Kings XI Punjab,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,154,171,0.4,0.43,3,5,1,0,1,Pune Warriors India
